id,age,income,children,gender,region,married,car,savings_acct,current_acct,mortgage,pep
ID12400,24,13667.7,0,FEMALE,INNER_CITY,YES,NO,YES,YES,NO,NO
ID12401,19,8162.42,1,FEMALE,INNER_CITY,YES,YES,YES,YES,YES,NO
ID12402,37,15349.6,0,FEMALE,TOWN,YES,NO,YES,NO,NO,NO
ID12403,45,29231.4,0,FEMALE,TOWN,YES,NO,YES,NO,NO,NO
ID12404,49,41462.3,3,MALE,RURAL,YES,NO,YES,YES,YES,NO
ID12405,67,57398.1,3,FEMALE,RURAL,NO,NO,YES,YES,NO,YES
ID12406,35,11520.8,0,FEMALE,RURAL,YES,NO,NO,YES,NO,NO
ID12407,63,52117.3,2,MALE,INNER_CITY,NO,YES,YES,YES,NO,YES
ID12408,38,26281.4,0,MALE,RURAL,NO,YES,YES,YES,NO,YES
ID12409,48,25683.4,2,MALE,TOWN,NO,YES,YES,YES,NO,NO
ID12410,28,11920.7,1,FEMALE,INNER_CITY,NO,NO,YES,YES,NO,NO
ID12411,46,30658.7,0,MALE,TOWN,YES,NO,YES,YES,NO,NO
ID12412,66,36646.4,1,MALE,INNER_CITY,NO,NO,YES,YES,NO,YES
ID12413,61,30760.4,2,FEMALE,TOWN,NO,YES,NO,YES,NO,YES
ID12414,18,16109.9,2,FEMALE,RURAL,NO,YES,YES,YES,NO,NO
ID12415,54,18036.7,0,FEMALE,TOWN,YES,YES,YES,NO,NO,NO
ID12416,45,42628.3,0,MALE,RURAL,NO,YES,YES,YES,YES,NO
ID12417,60,22110.1,2,MALE,INNER_CITY,NO,YES,YES,YES,NO,NO
ID12418,45,37689.1,1,FEMALE,TOWN,NO,NO,YES,YES,YES,YES
ID12419,31,23171.8,2,FEMALE,INNER_CITY,NO,NO,YES,NO,NO,NO
ID12420,39,21951.3,0,MALE,SUBURBAN,NO,YES,YES,YES,YES,NO
ID12421,53,38103.4,2,MALE,INNER_CITY,NO,YES,YES,YES,NO,YES
ID12422,35,22882.9,0,MALE,RURAL,YES,YES,NO,NO,YES,YES
ID12423,25,11043.7,1,FEMALE,TOWN,YES,YES,YES,NO,YES,NO
ID12424,32,24027.6,0,MALE,TOWN,NO,NO,YES,YES,NO,YES
ID12425,36,28495.1,0,MALE,SUBURBAN,YES,NO,YES,YES,NO,NO
ID12426,24,9465.21,0,FEMALE,TOWN,NO,NO,NO,YES,NO,YES
ID12427,39,34852.3,1,MALE,INNER_CITY,YES,NO,YES,NO,YES,YES
ID12428,24,21268.4,0,MALE,INNER_CITY,YES,NO,NO,YES,YES,YES
ID12429,57,50849.2,1,FEMALE,RURAL,NO,NO,YES,NO,YES,YES
ID12430,27,18555.9,3,FEMALE,TOWN,YES,NO,NO,YES,NO,NO
ID12431,66,52769.9,3,FEMALE,RURAL,YES,YES,YES,YES,NO,YES
ID12432,18,11601.4,2,FEMALE,INNER_CITY,YES,NO,YES,YES,YES,NO
ID12433,33,29541.7,0,FEMALE,TOWN,YES,NO,YES,NO,NO,NO
ID12434,48,17861,2,MALE,SUBURBAN,YES,NO,YES,YES,NO,NO
ID12435,23,21042,1,FEMALE,SUBURBAN,YES,NO,NO,YES,NO,YES
ID12436,44,26688.1,1,MALE,TOWN,YES,NO,YES,NO,YES,YES
ID12437,39,26900.6,2,MALE,INNER_CITY,YES,NO,NO,NO,YES,NO
ID12438,65,38080.9,1,MALE,INNER_CITY,YES,YES,YES,NO,YES,NO
ID12439,60,37554.1,2,MALE,SUBURBAN,YES,YES,YES,YES,YES,YES
ID12440,20,18184.6,0,MALE,INNER_CITY,YES,NO,NO,YES,YES,YES
ID12441,45,28864.9,0,FEMALE,SUBURBAN,YES,NO,YES,YES,NO,NO
ID12442,66,48346.1,1,MALE,RURAL,YES,YES,YES,NO,NO,YES
ID12443,64,53104.3,0,MALE,INNER_CITY,YES,YES,YES,YES,NO,NO
ID12444,51,19416.8,0,FEMALE,INNER_CITY,YES,NO,YES,YES,NO,NO
ID12445,34,23638.1,2,MALE,RURAL,YES,YES,YES,YES,NO,NO
ID12446,65,42378.2,1,FEMALE,TOWN,YES,NO,YES,YES,NO,YES
ID12447,50,39745.3,0,MALE,RURAL,YES,YES,YES,NO,YES,NO
ID12448,66,45189.8,0,FEMALE,INNER_CITY,YES,NO,YES,NO,NO,NO
ID12449,63,37930.9,0,MALE,INNER_CITY,YES,NO,YES,NO,YES,NO
ID12450,53,24042,1,FEMALE,INNER_CITY,NO,NO,NO,YES,NO,YES
ID12451,33,31207.1,0,FEMALE,INNER_CITY,NO,YES,NO,YES,YES,YES
ID12452,38,24424.3,0,MALE,TOWN,YES,NO,YES,YES,YES,NO
ID12453,56,24607.8,1,FEMALE,RURAL,NO,NO,YES,YES,YES,NO
ID12454,48,43057,1,MALE,TOWN,NO,YES,YES,YES,NO,YES
ID12455,49,30198.5,0,FEMALE,SUBURBAN,YES,YES,NO,YES,YES,YES
ID12456,54,50186.1,2,FEMALE,RURAL,YES,NO,YES,YES,YES,YES
ID12457,41,22916.1,0,FEMALE,SUBURBAN,YES,NO,NO,YES,NO,NO
ID12458,19,9592.73,0,MALE,RURAL,NO,NO,YES,YES,NO,YES
ID12459,52,34253.6,3,FEMALE,INNER_CITY,NO,YES,NO,YES,NO,NO
ID12460,52,22792.3,1,FEMALE,INNER_CITY,YES,YES,YES,NO,NO,YES
ID12461,64,51620.8,2,FEMALE,TOWN,NO,YES,YES,YES,NO,YES
ID12462,56,19918.9,3,MALE,TOWN,YES,NO,YES,YES,YES,NO
ID12463,56,29625.1,2,MALE,TOWN,YES,NO,NO,YES,NO,NO
ID12464,19,12549,0,FEMALE,TOWN,YES,NO,YES,YES,NO,NO
ID12465,56,51299.3,1,FEMALE,TOWN,YES,YES,YES,NO,NO,YES
ID12466,27,17364.8,2,MALE,INNER_CITY,YES,YES,YES,NO,NO,YES
ID12467,59,29866.9,1,FEMALE,INNER_CITY,NO,YES,NO,YES,NO,YES
ID12468,56,47750.2,0,MALE,INNER_CITY,YES,YES,YES,YES,YES,NO
ID12469,21,11281.5,0,MALE,TOWN,YES,NO,YES,YES,YES,NO
ID12470,64,34073.8,3,MALE,INNER_CITY,YES,NO,YES,NO,YES,NO
ID12471,62,46870.4,0,MALE,INNER_CITY,YES,NO,YES,YES,NO,NO
ID12472,44,38453.7,2,FEMALE,INNER_CITY,NO,NO,YES,YES,NO,YES
ID12473,24,7756.36,0,FEMALE,INNER_CITY,NO,NO,NO,NO,NO,YES
ID12474,52,28413.8,0,FEMALE,INNER_CITY,YES,NO,NO,YES,NO,NO
ID12475,67,47198.6,2,FEMALE,SUBURBAN,YES,NO,YES,YES,NO,YES
ID12476,41,20866.3,0,MALE,INNER_CITY,YES,YES,YES,YES,NO,NO
ID12477,58,33204.3,1,FEMALE,TOWN,NO,NO,NO,NO,YES,YES
ID12478,40,24823.5,2,MALE,INNER_CITY,NO,NO,NO,YES,NO,NO
ID12479,19,17986.8,0,MALE,SUBURBAN,YES,NO,NO,YES,YES,YES
ID12480,20,9909.82,3,FEMALE,INNER_CITY,YES,NO,NO,YES,NO,NO
ID12481,56,26542.8,0,FEMALE,TOWN,NO,YES,YES,YES,NO,YES
ID12482,46,32583.5,2,FEMALE,INNER_CITY,YES,YES,YES,YES,NO,NO
ID12483,30,14606.6,1,MALE,INNER_CITY,YES,NO,NO,YES,NO,NO
ID12484,40,34836.8,1,FEMALE,TOWN,YES,YES,YES,YES,NO,YES
ID12485,36,26920.8,0,FEMALE,TOWN,YES,NO,NO,YES,NO,NO
ID12486,57,38248.3,3,FEMALE,INNER_CITY,NO,YES,NO,YES,YES,NO
ID12487,49,15689.1,0,MALE,INNER_CITY,NO,NO,NO,YES,NO,NO
ID12488,61,30157.7,1,MALE,INNER_CITY,NO,YES,NO,NO,NO,YES
ID12489,29,14642.2,0,MALE,INNER_CITY,NO,YES,NO,YES,NO,YES
ID12490,48,15933.3,0,FEMALE,INNER_CITY,YES,NO,YES,NO,NO,NO
ID12491,56,44288.3,0,FEMALE,INNER_CITY,YES,NO,YES,YES,NO,NO
ID12492,40,22197.1,0,MALE,TOWN,NO,YES,NO,YES,NO,YES
ID12493,58,38248.3,3,FEMALE,TOWN,YES,YES,YES,NO,NO,NO
ID12494,60,22053.2,2,FEMALE,INNER_CITY,YES,YES,YES,NO,YES,NO
ID12495,58,25468.5,0,FEMALE,SUBURBAN,NO,YES,NO,NO,YES,YES
ID12496,67,23485.9,3,FEMALE,TOWN,YES,YES,NO,NO,YES,NO
ID12497,40,25768.6,0,MALE,RURAL,YES,YES,YES,NO,NO,NO
ID12498,48,34182.2,2,MALE,INNER_CITY,YES,NO,YES,YES,NO,YES
ID12499,64,57444.5,1,FEMALE,INNER_CITY,NO,NO,YES,YES,NO,YES
ID12500,43,38059.8,0,MALE,TOWN,YES,YES,YES,NO,YES,NO
ID12501,34,19481.3,0,FEMALE,RURAL,NO,NO,NO,YES,YES,YES
ID12502,26,19563.8,3,MALE,RURAL,NO,YES,NO,NO,YES,NO
ID12503,48,38598.4,0,MALE,INNER_CITY,YES,YES,NO,YES,NO,NO
ID12504,35,20754.3,0,MALE,INNER_CITY,NO,NO,NO,NO,YES,YES
ID12505,24,13864.6,3,FEMALE,INNER_CITY,YES,NO,YES,YES,NO,YES
ID12506,47,36599,3,MALE,SUBURBAN,YES,YES,YES,YES,NO,YES
ID12507,52,45856.1,1,MALE,SUBURBAN,NO,NO,YES,YES,NO,YES
ID12508,31,22362.3,0,MALE,SUBURBAN,NO,NO,YES,YES,NO,YES
ID12509,41,21984,1,FEMALE,SUBURBAN,YES,YES,NO,NO,NO,YES
ID12510,23,11073,2,MALE,SUBURBAN,YES,NO,YES,NO,NO,NO
ID12511,27,18158.5,1,FEMALE,INNER_CITY,NO,YES,NO,YES,YES,YES
ID12512,22,7304.2,0,MALE,INNER_CITY,NO,YES,YES,YES,YES,NO
ID12513,67,58092,2,FEMALE,INNER_CITY,NO,YES,YES,YES,NO,YES
ID12514,26,16518.6,0,FEMALE,INNER_CITY,YES,YES,NO,YES,NO,YES
ID12515,58,46461.5,0,FEMALE,SUBURBAN,YES,NO,YES,YES,NO,NO
ID12516,27,20058.7,0,MALE,RURAL,YES,NO,YES,YES,YES,NO
ID12517,36,12533.2,1,MALE,INNER_CITY,NO,NO,YES,NO,YES,NO
ID12518,31,22848.5,1,MALE,RURAL,YES,YES,NO,NO,NO,YES
ID12519,28,25699.4,2,FEMALE,TOWN,YES,YES,YES,NO,NO,YES
ID12520,57,21612.6,0,MALE,TOWN,YES,NO,YES,YES,YES,NO
ID12521,64,48950.9,0,MALE,INNER_CITY,YES,YES,YES,YES,YES,NO
ID12522,49,41438,1,MALE,INNER_CITY,NO,NO,YES,NO,NO,YES
ID12523,22,11411,1,MALE,INNER_CITY,YES,YES,NO,YES,NO,NO
ID12524,58,43940.6,0,FEMALE,INNER_CITY,YES,YES,YES,YES,NO,NO
ID12525,20,17239.5,1,MALE,TOWN,NO,YES,NO,YES,NO,YES
ID12526,44,30488.7,0,FEMALE,RURAL,YES,NO,YES,YES,NO,NO
ID12527,65,29866.3,3,FEMALE,TOWN,YES,NO,YES,NO,NO,NO
ID12528,53,32184.4,2,FEMALE,INNER_CITY,YES,YES,NO,NO,NO,YES
ID12529,34,17308.7,1,FEMALE,INNER_CITY,YES,YES,NO,YES,YES,YES
ID12530,35,27863.9,2,MALE,RURAL,NO,NO,YES,YES,YES,NO
ID12531,48,28920.6,0,MALE,TOWN,YES,NO,YES,NO,YES,NO
ID12532,64,58367.3,1,FEMALE,TOWN,YES,YES,YES,YES,NO,YES
ID12533,46,16849.3,0,MALE,TOWN,NO,YES,YES,YES,YES,NO
ID12534,42,28138.5,0,FEMALE,RURAL,YES,NO,NO,YES,YES,YES
ID12535,47,23038.2,0,MALE,INNER_CITY,YES,YES,YES,NO,NO,NO
ID12536,23,11736.9,2,MALE,TOWN,NO,YES,YES,YES,YES,NO
ID12537,35,16479.5,0,MALE,INNER_CITY,YES,YES,NO,NO,YES,YES
ID12538,64,31415.7,1,FEMALE,INNER_CITY,NO,YES,YES,NO,YES,YES
ID12539,18,12117.3,1,FEMALE,SUBURBAN,YES,NO,NO,YES,NO,NO
ID12540,19,15417.1,1,MALE,INNER_CITY,YES,YES,NO,YES,NO,NO
ID12541,40,29414.6,1,MALE,INNER_CITY,YES,NO,YES,NO,YES,YES
ID12542,47,44682.1,0,MALE,INNER_CITY,YES,YES,YES,YES,NO,NO
ID12543,43,36281,0,FEMALE,RURAL,YES,YES,YES,YES,NO,NO
ID12544,38,33302.8,0,MALE,TOWN,NO,YES,NO,YES,YES,YES
ID12545,21,15797.1,0,FEMALE,RURAL,YES,NO,YES,YES,NO,YES
ID12546,40,31864.8,0,MALE,RURAL,YES,YES,YES,YES,NO,NO
ID12547,52,43719.5,0,FEMALE,TOWN,YES,NO,YES,YES,NO,NO
ID12548,35,30799.5,2,FEMALE,TOWN,YES,NO,NO,YES,NO,YES
ID12549,53,48971.6,3,MALE,RURAL,YES,YES,YES,NO,NO,YES
ID12550,38,34061.4,0,FEMALE,RURAL,NO,YES,YES,YES,NO,YES
ID12551,42,28938.6,3,MALE,INNER_CITY,YES,YES,NO,NO,NO,NO
ID12552,43,38540,0,MALE,TOWN,NO,YES,YES,NO,YES,NO
ID12553,59,27045.1,0,FEMALE,INNER_CITY,NO,NO,NO,YES,NO,YES
ID12554,59,51284.3,0,FEMALE,RURAL,NO,YES,YES,YES,YES,NO
ID12555,24,16352.2,0,MALE,INNER_CITY,NO,NO,YES,YES,YES,NO
ID12556,27,11866.4,0,FEMALE,INNER_CITY,YES,YES,YES,YES,NO,NO
ID12557,32,13267.6,0,FEMALE,TOWN,YES,YES,YES,YES,YES,NO
ID12558,65,61554.6,0,FEMALE,INNER_CITY,YES,NO,YES,YES,NO,NO
ID12559,18,13700.2,1,MALE,SUBURBAN,NO,NO,YES,YES,NO,NO
ID12560,66,46963.9,1,MALE,TOWN,YES,NO,YES,YES,NO,YES
ID12561,41,23475.6,0,MALE,INNER_CITY,YES,YES,NO,YES,YES,YES
ID12562,64,24554.1,0,FEMALE,SUBURBAN,YES,YES,YES,NO,YES,NO
ID12563,23,18050,0,FEMALE,INNER_CITY,YES,YES,NO,YES,YES,YES
ID12564,29,15237.6,2,FEMALE,RURAL,YES,YES,NO,YES,NO,NO
ID12565,28,20555,0,MALE,TOWN,NO,YES,YES,YES,NO,YES
ID12566,57,28421.7,2,FEMALE,TOWN,YES,YES,YES,YES,YES,NO
ID12567,38,21876.5,0,MALE,INNER_CITY,YES,NO,NO,YES,NO,NO
ID12568,34,12810.2,3,FEMALE,SUBURBAN,NO,NO,YES,YES,NO,YES
ID12569,43,15109.4,0,MALE,SUBURBAN,YES,NO,NO,YES,NO,YES
ID12570,63,37414.7,3,MALE,TOWN,NO,YES,YES,YES,NO,NO
ID12571,62,41521.6,0,FEMALE,INNER_CITY,YES,NO,YES,YES,YES,NO
ID12572,51,25372.8,0,FEMALE,INNER_CITY,YES,YES,YES,YES,NO,NO
ID12573,61,21139.8,2,MALE,INNER_CITY,YES,YES,YES,NO,NO,NO
ID12574,41,27757.6,0,FEMALE,TOWN,NO,NO,YES,YES,NO,YES
ID12575,31,22678.1,1,FEMALE,TOWN,NO,YES,YES,YES,YES,YES
ID12576,33,12178.5,2,FEMALE,TOWN,YES,NO,YES,YES,YES,NO
ID12577,43,26106.7,1,MALE,RURAL,NO,NO,NO,YES,NO,YES
ID12578,40,27417.6,0,MALE,INNER_CITY,YES,NO,YES,YES,YES,NO
ID12579,47,23337.2,2,MALE,TOWN,YES,NO,YES,YES,YES,NO
ID12580,46,43395.5,1,MALE,TOWN,NO,YES,YES,YES,NO,YES
ID12581,30,11536.2,2,MALE,RURAL,YES,NO,NO,YES,YES,NO
ID12582,47,44658.6,2,MALE,INNER_CITY,NO,YES,YES,YES,NO,YES
ID12583,44,32762.5,0,MALE,RURAL,NO,NO,YES,YES,YES,NO
ID12584,23,16403.8,0,MALE,RURAL,YES,YES,YES,NO,NO,NO
ID12585,28,21184.7,1,FEMALE,INNER_CITY,YES,YES,YES,YES,NO,YES
ID12586,64,49917.3,0,FEMALE,INNER_CITY,YES,YES,YES,YES,YES,NO
ID12587,35,21623.8,0,FEMALE,TOWN,YES,NO,YES,NO,YES,NO
ID12588,19,16625.9,1,MALE,RURAL,YES,NO,NO,YES,NO,YES
ID12589,27,14014.5,3,FEMALE,TOWN,YES,NO,YES,NO,NO,NO
ID12590,27,20409.3,2,MALE,INNER_CITY,YES,NO,YES,NO,NO,YES
ID12591,58,31671.3,1,FEMALE,INNER_CITY,YES,YES,YES,NO,YES,YES
ID12592,46,17149.2,1,FEMALE,TOWN,NO,YES,YES,YES,NO,YES
ID12593,61,27756.3,0,FEMALE,TOWN,YES,YES,YES,NO,YES,YES
ID12594,59,40949.9,0,MALE,INNER_CITY,NO,NO,YES,YES,NO,YES
ID12595,47,43743.2,3,FEMALE,RURAL,YES,NO,YES,YES,NO,NO
ID12596,44,38459.9,0,MALE,INNER_CITY,YES,NO,NO,NO,YES,YES
ID12597,50,40972.9,2,MALE,TOWN,NO,YES,YES,YES,YES,YES
ID12598,64,46587.9,0,MALE,INNER_CITY,NO,NO,YES,YES,NO,YES
ID12599,51,43799.6,0,FEMALE,TOWN,NO,NO,YES,YES,YES,NO
ID12600,46,18912.2,0,FEMALE,TOWN,YES,YES,NO,YES,NO,YES
ID12601,39,27765.8,3,FEMALE,INNER_CITY,YES,YES,YES,NO,NO,NO
ID12602,58,33007.3,1,FEMALE,INNER_CITY,NO,YES,NO,YES,NO,YES
ID12603,32,26325.3,0,FEMALE,TOWN,YES,YES,NO,NO,NO,NO
ID12604,22,15308.2,0,FEMALE,INNER_CITY,NO,YES,YES,YES,YES,NO
ID12605,63,59805.6,1,FEMALE,INNER_CITY,YES,YES,YES,YES,NO,YES
ID12606,35,28658.3,0,FEMALE,TOWN,YES,YES,YES,YES,NO,NO
ID12607,59,23175,0,FEMALE,INNER_CITY,YES,NO,NO,NO,YES,YES
ID12608,22,11595.4,0,FEMALE,SUBURBAN,NO,YES,YES,YES,NO,YES
ID12609,60,50409.9,2,MALE,SUBURBAN,NO,NO,YES,YES,YES,YES
ID12610,23,11215.3,2,FEMALE,RURAL,YES,YES,YES,YES,NO,YES
ID12611,29,13327.8,0,FEMALE,TOWN,YES,NO,YES,NO,NO,NO
ID12612,44,16088.8,3,MALE,INNER_CITY,YES,NO,YES,YES,NO,NO
ID12613,63,43943,0,FEMALE,TOWN,YES,YES,YES,YES,YES,NO
ID12614,25,14505.3,3,FEMALE,RURAL,NO,NO,YES,YES,NO,NO
ID12615,37,33886.4,0,MALE,INNER_CITY,NO,YES,YES,NO,NO,YES
ID12616,48,16662.5,1,FEMALE,INNER_CITY,YES,NO,YES,YES,NO,YES
ID12617,35,20262.6,0,FEMALE,TOWN,NO,NO,YES,NO,NO,YES
ID12618,51,33615.4,1,MALE,TOWN,YES,NO,YES,NO,YES,YES
ID12619,27,22007.1,3,FEMALE,TOWN,NO,NO,NO,YES,NO,NO
ID12620,56,28981.1,3,FEMALE,INNER_CITY,YES,YES,YES,YES,YES,NO
ID12621,38,12163.9,2,FEMALE,INNER_CITY,YES,YES,NO,YES,NO,YES
ID12622,36,17247.7,2,FEMALE,TOWN,YES,YES,YES,YES,NO,NO
ID12623,27,12683.6,3,MALE,SUBURBAN,NO,NO,YES,YES,YES,NO
ID12624,34,16291,0,FEMALE,TOWN,YES,YES,YES,NO,YES,NO
ID12625,44,18707.3,0,MALE,SUBURBAN,YES,YES,YES,YES,YES,YES
ID12626,43,19326.9,1,FEMALE,INNER_CITY,YES,NO,NO,YES,NO,YES
ID12627,32,14511.8,2,MALE,INNER_CITY,NO,NO,YES,NO,YES,NO
ID12628,21,10672,1,FEMALE,TOWN,NO,NO,YES,YES,YES,NO
ID12629,30,25830.5,2,FEMALE,INNER_CITY,YES,NO,NO,YES,NO,NO
ID12630,55,43499.5,1,MALE,RURAL,YES,YES,YES,YES,NO,NO
ID12631,64,59175.1,1,MALE,SUBURBAN,YES,NO,YES,YES,NO,YES
ID12632,36,27642.9,1,FEMALE,INNER_CITY,NO,YES,NO,NO,NO,YES
ID12633,59,30067.5,1,MALE,INNER_CITY,NO,NO,YES,YES,NO,YES
ID12634,60,29714.4,0,MALE,INNER_CITY,YES,YES,NO,YES,YES,YES
ID12635,27,13950.4,1,FEMALE,TOWN,NO,YES,YES,YES,YES,NO
ID12636,29,10072.6,0,MALE,INNER_CITY,YES,NO,NO,YES,NO,NO
ID12637,53,37850.6,1,FEMALE,INNER_CITY,NO,NO,YES,YES,NO,YES
ID12638,61,57176.4,2,FEMALE,RURAL,NO,NO,YES,YES,NO,YES
ID12639,43,38784,0,FEMALE,INNER_CITY,YES,NO,YES,YES,NO,NO
ID12640,19,10191.8,0,MALE,INNER_CITY,YES,NO,YES,YES,YES,YES
ID12641,48,21821.4,1,FEMALE,INNER_CITY,YES,YES,YES,NO,YES,YES
ID12642,39,37389,2,MALE,RURAL,YES,NO,YES,YES,NO,YES
ID12643,32,14627.9,2,MALE,INNER_CITY,YES,YES,YES,YES,NO,NO
ID12644,63,48770.5,1,MALE,SUBURBAN,YES,YES,YES,NO,YES,YES
ID12645,46,21096.2,1,MALE,RURAL,YES,YES,YES,YES,NO,YES
ID12646,40,36256.9,0,MALE,INNER_CITY,NO,NO,NO,YES,YES,YES
ID12647,27,15281.8,0,FEMALE,INNER_CITY,NO,YES,NO,NO,YES,YES
ID12648,22,9316.98,2,MALE,SUBURBAN,YES,YES,YES,YES,NO,NO
ID12649,42,20736.2,1,MALE,RURAL,YES,YES,YES,YES,NO,YES
ID12650,58,52662.5,1,FEMALE,TOWN,YES,YES,YES,YES,YES,YES
ID12651,23,8020.19,1,FEMALE,INNER_CITY,YES,YES,NO,YES,NO,NO
ID12652,58,32245.4,3,MALE,SUBURBAN,YES,NO,NO,NO,NO,NO
ID12653,45,41107.2,2,MALE,INNER_CITY,YES,YES,YES,YES,NO,NO
ID12654,49,39358.3,0,FEMALE,SUBURBAN,YES,YES,NO,NO,YES,NO
ID12655,67,36095.9,3,FEMALE,INNER_CITY,YES,YES,YES,YES,NO,NO
ID12656,20,7723.93,2,FEMALE,TOWN,YES,YES,YES,YES,NO,NO
ID12657,43,18565.8,1,FEMALE,RURAL,YES,YES,YES,YES,YES,YES
ID12658,41,25132.9,0,MALE,RURAL,YES,NO,NO,YES,NO,NO
ID12659,38,31290.6,0,FEMALE,SUBURBAN,YES,NO,YES,YES,NO,NO
ID12660,67,24858.4,0,FEMALE,SUBURBAN,YES,NO,NO,YES,YES,YES
ID12661,40,16398.8,1,MALE,INNER_CITY,NO,NO,YES,YES,NO,YES
ID12662,25,23287.9,0,FEMALE,SUBURBAN,NO,NO,NO,YES,YES,YES
ID12663,57,50897.6,0,FEMALE,RURAL,YES,NO,YES,YES,NO,NO
ID12664,32,22446.5,1,FEMALE,INNER_CITY,NO,NO,NO,YES,YES,YES
ID12665,44,23092.1,0,MALE,SUBURBAN,YES,YES,NO,YES,YES,YES
ID12666,30,24867.6,0,MALE,TOWN,YES,YES,YES,NO,NO,NO
ID12667,43,22234.7,0,MALE,TOWN,YES,NO,NO,YES,YES,NO
ID12668,19,17371.1,2,FEMALE,INNER_CITY,YES,YES,YES,YES,NO,NO
ID12669,37,29574,0,FEMALE,TOWN,YES,YES,YES,YES,NO,NO
ID12670,49,17944.2,1,MALE,INNER_CITY,NO,YES,YES,YES,YES,YES
ID12671,49,33665.5,3,FEMALE,RURAL,NO,YES,NO,YES,NO,NO
ID12672,40,36166.2,0,MALE,INNER_CITY,YES,NO,NO,NO,NO,NO
ID12673,33,27712.9,2,FEMALE,SUBURBAN,NO,NO,YES,YES,NO,YES
ID12674,39,22400.7,2,MALE,TOWN,YES,YES,YES,YES,NO,NO
ID12675,43,28469.9,0,FEMALE,INNER_CITY,YES,YES,YES,YES,NO,NO
ID12676,37,30488,0,MALE,TOWN,YES,NO,YES,YES,YES,NO
ID12677,24,19160.3,1,FEMALE,TOWN,YES,YES,YES,YES,NO,YES
ID12678,62,45342.5,0,MALE,TOWN,YES,YES,YES,NO,NO,YES
ID12679,18,6294.21,0,MALE,INNER_CITY,NO,NO,YES,YES,YES,NO
ID12680,47,25127.7,0,FEMALE,TOWN,YES,YES,NO,NO,NO,NO
ID12681,63,51879.3,2,MALE,SUBURBAN,YES,YES,YES,NO,YES,YES
ID12682,20,12644.9,2,MALE,TOWN,YES,YES,NO,YES,YES,NO
ID12683,46,21984.4,3,FEMALE,TOWN,NO,NO,YES,NO,NO,NO
ID12684,47,29093.1,2,FEMALE,RURAL,NO,YES,YES,YES,NO,NO
ID12685,33,23528.4,1,MALE,TOWN,YES,NO,YES,YES,YES,YES
ID12686,20,9516.91,3,MALE,TOWN,NO,YES,YES,YES,NO,NO
ID12687,20,18364.9,1,MALE,INNER_CITY,YES,NO,NO,YES,NO,YES
ID12688,43,31273.8,1,FEMALE,TOWN,NO,YES,YES,NO,NO,YES
ID12689,58,49673.6,0,MALE,RURAL,YES,NO,YES,YES,NO,NO
ID12690,29,12623.4,1,MALE,SUBURBAN,YES,YES,YES,YES,NO,NO
ID12691,25,23818.6,0,MALE,INNER_CITY,YES,NO,NO,NO,NO,NO
ID12692,40,31473.9,2,FEMALE,INNER_CITY,NO,NO,YES,YES,YES,YES
ID12693,48,20268,0,MALE,TOWN,YES,NO,YES,YES,NO,NO
ID12694,65,51417,2,MALE,SUBURBAN,YES,NO,YES,YES,NO,YES
ID12695,59,30971.8,3,FEMALE,RURAL,YES,YES,YES,YES,YES,NO
ID12696,61,47025,2,FEMALE,INNER_CITY,NO,YES,YES,YES,YES,NO
ID12697,30,9672.25,0,FEMALE,INNER_CITY,YES,YES,YES,YES,NO,NO
ID12698,31,15976.3,0,FEMALE,TOWN,YES,YES,YES,NO,NO,YES
ID12699,29,14711.8,0,MALE,INNER_CITY,YES,NO,YES,NO,YES,NO
ID12700,38,26671.6,0,MALE,TOWN,NO,YES,NO,YES,YES,YES
